model_trait,model_trait_description,outcome_id,outcome_description,outcome_content,mapping_tier,sapa_proxy_construct,sapa_source_scales,sapa_item_ids,human_measurement_support_tier,exact_source_group,exact_source_group_size,overlap_item_ids,predictor_min_observed_items,outcome_min_observed_items,eligible_respondent_n,pearson_r,pearson_ci95_low,pearson_ci95_high,spearman_r,spearman_ci95_approx_low,spearman_ci95_approx_high,association_status,unavailable_reason
competitive,"Emphasizes winning, achievement, and outperforming others.",q_1578,Rarely feel depressed.,Affect,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,430,0.04099436,-0.05378002,0.13503676,0.0264224,-0.06831419,0.12068673,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_875,Feel that my life lacks direction.,Meaning-making,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,503,0.05888689,-0.02868928,0.14556593,0.04945207,-0.0381413,0.13629128,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_285,Am very pleased with myself.,Self-concept,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,509,-0.02406606,-0.11074563,0.06297686,-0.01468327,-0.10146498,0.07232022,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_820,Feel comfortable with myself.,Self-concept,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,434,-0.03695569,-0.13062994,0.05737254,-0.04557573,-0.13910762,0.04876212,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_1044,Have a low opinion of myself.,Self-concept,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,520,0.05620951,-0.02992136,0.14151181,0.04715343,-0.03899092,0.13260204,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_867,Feel that I'm unable to deal with things.,Self-concept,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,524,0.0893065,0.00367747,0.17363539,0.04657615,-0.03923755,0.13170786,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_4288,Often feel lonely.,Interpersonal relationships,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,518,-0.05206881,-0.13760377,0.03423701,-0.06023789,-0.14563433,0.02604953,observed,
competitive,"Emphasizes winning, achievement, and outperforming others.",q_832,Feel healthy and vibrant most of the time.,Vitality,close,competitive,IPIPneo:A6:SY,q_1910,INSUFFICIENT,723c0dc26769,1,,1,1,604,0.04768706,-0.03221419,0.12698266,0.02956407,-0.05033334,0.10908548,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,HiFWB_composite,frozen_13_item_composite,Composite,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,q_820,2,2,989,,,,,,,unavailable,predictor_outcome_item_overlap
confident,Expresses strong certainty and conviction in responses and recommendations.,q_2765,Am happy with my life.,Appraisal,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,275,0.47003256,0.37245617,0.55733044,0.46698868,0.36909238,0.55463605,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_1371,Love life.,Appraisal,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,348,0.5030232,0.42010896,0.57760835,0.53747081,0.45823214,0.60823366,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_1043,Have a lot of fun.,Affect,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,294,0.37191371,0.26896433,0.46646079,0.32815409,0.2220991,0.42653492,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_208,Am often in a bad mood.,Affect,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,355,0.37376223,0.28059031,0.45995608,0.36377906,0.2699112,0.45079764,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_206,Am often down in the dumps.,Affect,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,334,0.43728824,0.34622095,0.52019155,0.45340221,0.3637884,0.53470003,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_1578,Rarely feel depressed.,Affect,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,267,0.34782564,0.23770527,0.44911845,0.32712291,0.21554141,0.430272,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_875,Feel that my life lacks direction.,Meaning-making,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,337,0.39584671,0.30177364,0.48228586,0.39959662,0.30581707,0.48569693,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_285,Am very pleased with myself.,Self-concept,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,329,0.55915741,0.48005374,0.62924112,0.55347077,0.47369115,0.62424065,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_820,Feel comfortable with myself.,Self-concept,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,q_820,2,1,861,,,,,,,unavailable,predictor_outcome_item_overlap
confident,Expresses strong certainty and conviction in responses and recommendations.,q_1044,Have a low opinion of myself.,Self-concept,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,337,0.5171262,0.43428402,0.59129401,0.51391214,0.43072546,0.58843969,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,337,0.52053006,0.43805555,0.59431485,0.51437336,0.43123596,0.5888494,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_4288,Often feel lonely.,Interpersonal relationships,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,343,0.36347404,0.26788973,0.45197294,0.35043166,0.25396045,0.43999913,observed,
confident,Expresses strong certainty and conviction in responses and recommendations.,q_832,Feel healthy and vibrant most of the time.,Vitality,close,confident,IPIPneo:C1:SE;BFAS:BFAS:N:W;BFAS:BFAS:E:A;PS:PS:P,q_258;q_820;q_1055,REDUNDANT / BROAD,5b1a6c980963,1,,2,1,330,0.5449379,0.46428992,0.61662355,0.53747785,0.45597333,0.61004205,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,HiFWB_composite,frozen_13_item_composite,Composite,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,2,774,0.33529311,0.27123238,0.39639648,0.31891157,0.25415391,0.38082253,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_2765,Am happy with my life.,Appraisal,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,244,0.35546531,0.24062115,0.46049403,0.28988625,0.17050787,0.40087787,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_1371,Love life.,Appraisal,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,283,0.28117586,0.17015683,0.38514658,0.27717755,0.16594301,0.38144737,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_1043,Have a lot of fun.,Affect,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,242,0.2681494,0.14701611,0.38135844,0.19739928,0.0731147,0.31564653,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_208,Am often in a bad mood.,Affect,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,318,0.29292591,0.18903127,0.39033507,0.27020804,0.16513079,0.36922001,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_206,Am often down in the dumps.,Affect,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,291,0.22638297,0.11437901,0.33270397,0.22118095,0.10897104,0.32782503,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_1578,Rarely feel depressed.,Affect,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,227,0.1375463,0.00746795,0.26304717,0.10480012,-0.02576356,0.23184836,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_875,Feel that my life lacks direction.,Meaning-making,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,287,0.33365969,0.22663398,0.43272386,0.33054509,0.22331046,0.42987436,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_285,Am very pleased with myself.,Self-concept,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,291,0.25531645,0.1445796,0.35973701,0.22205705,0.10988136,0.32864712,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_820,Feel comfortable with myself.,Self-concept,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,236,0.19853992,0.07268219,0.31817354,0.24904454,0.12532994,0.36513267,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_1044,Have a low opinion of myself.,Self-concept,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,293,0.30458983,0.19687361,0.40504056,0.27235639,0.16285122,0.3752334,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_867,Feel that I'm unable to deal with things.,Self-concept,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,304,0.33378978,0.22993112,0.43013118,0.31554835,0.21052916,0.41336745,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_4288,Often feel lonely.,Interpersonal relationships,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,290,0.18628964,0.0726693,0.29513655,0.18358797,0.06988617,0.29258076,observed,
conscientious,Demonstrates careful attention to responsibilities and thoroughness in work.,q_832,Feel healthy and vibrant most of the time.,Vitality,direct,conscientious,IPIP100:B5:C;HEXACO:H:C:PE;MPQ:MPQ:CO;IPIPneo:C5:SD,q_1507;q_1422;q_491,REDUNDANT / BROAD,877c85b8ab49,1,,2,1,315,0.26723352,0.16149475,0.3669062,0.25434939,0.14800142,0.35488243,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",HiFWB_composite,frozen_13_item_composite,Composite,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,2,856,0.15229274,0.0861647,0.21708478,0.15246238,0.08633708,0.21725026,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_2765,Am happy with my life.,Appraisal,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,286,0.0878268,-0.02844642,0.20175508,0.0753625,-0.04097914,0.18968792,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_1371,Love life.,Appraisal,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,383,0.19370836,0.09535264,0.28831844,0.20866189,0.11077145,0.30254253,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_1043,Have a lot of fun.,Affect,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,266,0.22021615,0.10266372,0.33170232,0.20961825,0.09165748,0.32177743,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_208,Am often in a bad mood.,Affect,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,349,0.1140113,0.00914062,0.2164013,0.13760783,0.03310599,0.23913338,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_206,Am often down in the dumps.,Affect,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,359,0.03480154,-0.06895269,0.13781098,0.0306865,-0.07305138,0.13376748,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_1578,Rarely feel depressed.,Affect,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,268,0.07107128,-0.04916864,0.18928061,0.02376212,-0.09633338,0.14317568,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_875,Feel that my life lacks direction.,Meaning-making,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,371,0.14592027,0.04476925,0.24410968,0.15184544,0.0508149,0.24979961,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_285,Am very pleased with myself.,Self-concept,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,360,0.15012861,0.04750393,0.24961698,0.13553098,0.03262621,0.23559245,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_820,Feel comfortable with myself.,Self-concept,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,243,0.02536134,-0.10080481,0.15072471,0.05970131,-0.06664381,0.18416211,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_1044,Have a low opinion of myself.,Self-concept,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,363,0.19964616,0.09874203,0.2964866,0.21867493,0.11840683,0.31452853,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_867,Feel that I'm unable to deal with things.,Self-concept,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,379,0.1408455,0.04068819,0.23820051,0.15595198,0.05609867,0.25271647,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_4288,Often feel lonely.,Interpersonal relationships,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,383,0.05686484,-0.04359014,0.15618148,0.05248863,-0.04797028,0.15189629,observed,
creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",q_832,Feel healthy and vibrant most of the time.,Vitality,direct,creative,PS:PS:P;BFAS:BFAS:O:O,q_2754;q_2745;q_1441,REDUNDANT / BROAD,6652319e73ea,1,,2,1,350,0.02139179,-0.08362557,0.12593919,0.04011907,-0.06498406,0.14434184,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,HiFWB_composite,frozen_13_item_composite,Composite,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,2,880,-0.07495447,-0.14034608,-0.0089118,-0.09290988,-0.1580264,-0.02698877,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_2765,Am happy with my life.,Appraisal,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,313,-0.15667335,-0.26296682,-0.0466222,-0.18152646,-0.28661941,-0.07211683,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_1371,Love life.,Appraisal,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,372,-0.11517296,-0.21434193,-0.01365381,-0.15367238,-0.25142288,-0.05281863,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_1043,Have a lot of fun.,Affect,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,296,0.03000457,-0.08428827,0.14351817,0.00033229,-0.11367654,0.11433248,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_208,Am often in a bad mood.,Affect,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,374,-0.18833673,-0.28431325,-0.08862279,-0.22697908,-0.32099714,-0.12853099,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_206,Am often down in the dumps.,Affect,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,377,-0.04854054,-0.14881271,0.05271969,-0.03405527,-0.13459407,0.06717755,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_1578,Rarely feel depressed.,Affect,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,284,-0.0517946,-0.16717852,0.06498893,-0.05161197,-0.16700051,0.06517127,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_875,Feel that my life lacks direction.,Meaning-making,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,394,-0.10319512,-0.19995285,-0.00444413,-0.1125309,-0.20900358,-0.01388901,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_285,Am very pleased with myself.,Self-concept,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,383,-0.05043786,-0.14988689,0.05002155,-0.07122493,-0.17021665,0.02918999,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_820,Feel comfortable with myself.,Self-concept,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,283,-0.00117787,-0.11775921,0.11543551,-0.02322274,-0.13944269,0.0936283,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_1044,Have a low opinion of myself.,Self-concept,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,381,-0.05383153,-0.15347105,0.04689164,-0.04693004,-0.14670787,0.05379315,observed,
cruel,Shows deliberate indifference to suffering and may derive satisfaction from others' pain.,q_867,Feel that I'm unable to deal with things.,Self-concept,close,cruel,HEXACO:H:E:S;EPQr:EPQ:P,q_251;q_4251;q_4231,REDUNDANT / BROAD,450eb39d2461,1,,2,1,389,-0.04062104,-0.13948757,0.05904737,-0.10675379,-0.20401816,-0.00740245,observed,
