provenance_group,model_id,entity_type,entity_name,run_id,classification,source,source_revision,bytes,tensor_shape,dtype,sample_axis,n_responses,n_retained,layer_hook,token_pooling,prompt_question_ids,polarity,filtering,existing_scores,sample_response_link,access_status,distribution_scope,notes
original-study release,Qwen/Qwen3-32B,persona,aberration,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/aberration.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,inquisitive,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/inquisitive.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,inspirational,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/inspirational.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656570,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,interdisciplinary,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/interdisciplinary.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656590,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,introspective,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/introspective.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656570,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,introverted,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/introverted.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,intuitive,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/intuitive.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,ironic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/ironic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656471,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,irreverent,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/irreverent.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,judgmental,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/judgmental.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,libertarian,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/libertarian.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,literal,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/literal.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656540,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,manic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/manic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656466,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,manipulative,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/manipulative.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656565,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,materialist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/materialist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,meditative,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/meditative.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
